,Price,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Airbags,Engine volume int,Turbo
11615,19444,0,PORSCHE,2003,Jeep,0,CNG,189000,8.0,Tiptronic,4x4,04-May,0,8,4.5,0.0
11616,34560,345,HONDA,2016,Universal,0,Hybrid,23779,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11618,188,640,VOLKSWAGEN,2013,Sedan,0,Petrol,64930,4.0,Automatic,Front,04-May,0,12,2.0,0.0
11619,43281,831,SSANGYONG,2017,Jeep,0,Diesel,59647,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11620,23129,831,CHEVROLET,2011,Jeep,0,Petrol,81344,4.0,Automatic,Front,04-May,0,4,2.4,0.0
11621,55932,891,HYUNDAI,2016,Jeep,0,Diesel,90612,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11623,22843,642,SSANGYONG,2012,Jeep,0,Diesel,141641,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11624,14426,0,MERCEDES-BENZ,2001,Microbus,1,Diesel,500,4.0,Manual,Rear,04-May,0,0,2.2,1.0
11625,6115,0,OPEL,1999,Universal,1,Petrol,0,4.0,Manual,Front,04-May,0,4,1.6,0.0
11626,20385,639,FORD,2014,Sedan,0,Petrol,70600,4.0,Tiptronic,Front,04-May,0,8,2.0,1.0
11627,26657,0,CHEVROLET,2017,Sedan,0,Petrol,32000,4.0,Automatic,Front,04-May,0,12,1.4,1.0
11628,8781,0,MITSUBISHI,2008,Hatchback,1,Petrol,64862,4.0,Automatic,Front,04-May,1,2,1.3,0.0
11631,17249,934,FORD,2015,Sedan,1,Petrol,112000,5.0,Automatic,Front,04-May,0,8,2.5,0.0
11633,157,1578,BMW,2015,Jeep,0,Petrol,117782,8.0,Automatic,4x4,04-May,0,12,4.4,0.0
11635,14740,474,CHEVROLET,2013,Sedan,1,Petrol,93000,4.0,Automatic,Front,04-May,0,8,1.4,1.0
11637,33556,1055,MERCEDES-BENZ,2013,Coupe,0,Petrol,110000,6.0,Tiptronic,Rear,02-Mar,0,8,3.5,0.0
11638,7665,1099,HYUNDAI,2010,Sedan,0,LPG,68224,4.0,Automatic,Front,04-May,0,4,2.7,0.0
11639,11000,0,SUZUKI,2005,Jeep,1,Petrol,180000,6.0,Automatic,4x4,04-May,1,6,2.7,0.0
11641,1882,456,TOYOTA,2015,Sedan,0,Hybrid,273651,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11642,10506,2562,FORD,2019,Sedan,0,Petrol,7224,8.0,Automatic,Front,04-May,0,12,5.0,0.0
11644,17249,1528,FORD,2007,Microbus,1,Diesel,168000,4.0,Manual,Rear,04-May,0,2,2.4,0.0
11645,27598,0,LEXUS,2013,Sedan,0,Petrol,64023,8.0,Tiptronic,4x4,04-May,0,6,2.5,0.0
11646,20385,0,TOYOTA,2015,Hatchback,1,Hybrid,253206,6.0,Automatic,Front,04-May,0,6,1.8,0.0
11647,67483,1055,LEXUS,2013,Jeep,0,Petrol,69997,4.0,Automatic,Front,04-May,0,4,3.5,0.0
11648,8781,0,NISSAN,2006,Sedan,0,Petrol,127000,4.0,Automatic,Front,04-May,1,4,1.5,0.0
11649,20382,891,HYUNDAI,2016,Sedan,0,Petrol,44608,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11650,15681,934,SUBARU,2015,Jeep,0,Petrol,0,4.0,Variator,4x4,04-May,0,12,2.5,0.0
11651,26343,259,CHEVROLET,2014,Hatchback,1,Plug-in Hybrid,66000,4.0,Automatic,Front,04-May,0,10,1.4,0.0
11652,16308,0,FORD,2008,Jeep,1,Hybrid,149000,4.0,Automatic,4x4,04-May,0,12,2.5,0.0
11653,549,761,TOYOTA,2010,Hatchback,0,Hybrid,236539,4.0,Automatic,Front,04-May,0,0,1.8,0.0
11654,7213,915,MERCEDES-BENZ,2014,Jeep,0,Diesel,86541,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
11655,627,781,FORD,2012,Jeep,0,Hybrid,239395,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11656,11917,0,FORD,2005,Microbus,1,Diesel,231000,4.0,Manual,Rear,02-Mar,0,2,2.9,1.0
11657,12544,0,TOYOTA,2007,Sedan,1,Hybrid,0,4.0,Variator,Front,04-May,0,8,2.4,0.0
11659,3920,640,AUDI,2013,Sedan,0,Petrol,157584,4.0,Automatic,4x4,04-May,0,0,2.0,0.0
11661,8781,0,BMW,2000,Sedan,1,Petrol,207000,6.0,Tiptronic,Rear,04-May,0,6,2.5,0.0
11663,20071,0,BMW,2002,Jeep,0,Diesel,256000,6.0,Tiptronic,4x4,>5,0,12,3.0,1.0
11664,17249,0,BMW,2004,Jeep,0,LPG,240000,8.0,Tiptronic,4x4,04-May,0,8,4.4,0.0
11667,4704,0,OPEL,1999,Sedan,1,CNG,0,4.0,Manual,Front,04-May,0,4,2.0,0.0
11668,12074,0,TOYOTA,2008,Sedan,0,Hybrid,167000,4.0,Variator,Front,04-May,0,8,1.5,0.0
11669,32302,1360,MERCEDES-BENZ,2013,Jeep,0,Petrol,214763,8.0,Automatic,4x4,04-May,0,12,4.6,0.0
11670,38016,770,HYUNDAI,2016,Jeep,0,Diesel,116082,4.0,Automatic,Front,04-May,0,4,1.7,0.0
11671,18189,0,FORD,2013,Minivan,1,Plug-in Hybrid,117000,4.0,Automatic,Front,04-May,0,0,2.0,0.0
11673,14113,1759,HONDA,2006,Jeep,1,Petrol,1000,4.0,Automatic,Front,04-May,0,0,2.4,0.0
11674,45633,831,SSANGYONG,2017,Jeep,0,Diesel,71000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11675,11604,1246,FORD,2008,Jeep,1,Hybrid,156423,4.0,Automatic,Front,04-May,0,6,2.3,0.0
11676,25264,777,HYUNDAI,2014,Minivan,0,Diesel,198916,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11677,43905,1533,JEEP,2016,Jeep,1,Petrol,70542,6.0,Automatic,4x4,04-May,0,0,3.6,0.0
11678,15681,0,MERCEDES-BENZ,2001,Jeep,0,Petrol,170000,8.0,Automatic,4x4,04-May,0,10,5.5,0.0
11679,9095,1047,OPEL,2007,Hatchback,1,Petrol,190000,4.0,Manual,Front,04-May,0,6,1.6,0.0
11680,21558,503,TOYOTA,2012,Hatchback,0,Petrol,20400,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11683,15681,585,HYUNDAI,2013,Sedan,0,Petrol,70978,4.0,Automatic,Front,04-May,0,0,1.8,0.0
11684,28589,640,HYUNDAI,2013,Jeep,0,Diesel,179067,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11685,10976,0,SUBARU,2007,Hatchback,1,Petrol,131000,4.0,Tiptronic,4x4,04-May,1,4,2.5,0.0
11686,16286,629,HYUNDAI,2015,Sedan,0,Diesel,39712,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11687,5018,364,CHEVROLET,2012,Hatchback,0,Petrol,129436,4.0,Automatic,Front,04-May,0,4,1.0,0.0
11688,9408,0,FORD,1998,Microbus,1,Diesel,326729,4.0,Manual,Rear,04-May,0,2,2.5,1.0
11689,7840,0,MITSUBISHI,1999,Jeep,1,Petrol,195000,4.0,Automatic,4x4,02-Mar,0,2,1.8,0.0
11690,20385,0,HYUNDAI,2012,Hatchback,0,Petrol,120000,6.0,Automatic,Front,04-May,0,0,1.6,0.0
11691,29777,831,CHEVROLET,2017,Sedan,0,Petrol,67122,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11692,64290,0,PORSCHE,2010,Sedan,0,Petrol,192000,6.0,Tiptronic,Rear,04-May,0,12,3.6,0.0
11693,15367,0,TOYOTA,2011,Sedan,1,LPG,110000,4.0,Variator,Front,04-May,0,4,1.8,0.0
11694,19757,586,TOYOTA,2012,Hatchback,1,Hybrid,182000,4.0,Variator,Front,04-May,0,12,1.8,0.0
11695,5645,0,MERCEDES-BENZ,1997,Sedan,1,CNG,0,6.0,Manual,Rear,04-May,0,2,2.8,0.0
11696,20385,0,FORD,2012,Hatchback,1,Hybrid,117000,4.0,Automatic,Front,04-May,0,8,2.0,0.0
11698,34,0,TOYOTA,2005,Hatchback,1,Petrol,134000,4.0,Automatic,Front,04-May,1,6,1.3,0.0
11699,28225,900,FIAT,2015,Jeep,0,Petrol,46000,4.0,Tiptronic,4x4,04-May,0,12,2.4,0.0
11702,25089,0,BMW,2008,Sedan,0,Petrol,150000,8.0,Tiptronic,Rear,04-May,0,12,4.8,1.0
11703,15681,0,KIA,2015,Sedan,1,Petrol,61680,4.0,Automatic,Front,04-May,0,6,2.4,0.0
11705,1098,629,NISSAN,2015,Jeep,0,Petrol,103498,4.0,Automatic,4x4,04-May,0,0,1.6,0.0
11706,12231,0,HONDA,2011,Hatchback,1,Hybrid,119000,4.0,Tiptronic,Front,04-May,1,4,1.3,0.0
11707,5959,394,TOYOTA,2014,Sedan,0,Hybrid,0,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11708,16618,585,CHEVROLET,2013,Sedan,0,Petrol,119791,4.0,Automatic,Front,04-May,0,4,1.8,0.0
11709,11604,836,DODGE,2010,Hatchback,1,Petrol,131000,4.0,Tiptronic,Front,04-May,0,8,2.0,0.0
11712,5959,730,HYUNDAI,2016,Sedan,0,Petrol,91677,4.0,Automatic,Front,04-May,0,12,1.6,0.0
11713,18519,584,CHEVROLET,2014,Sedan,0,Petrol,1000,4.0,Automatic,Front,04-May,0,4,1.8,0.0
11714,23602,730,CHEVROLET,2016,Jeep,0,Diesel,110112,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11715,15681,0,TOYOTA,2007,Sedan,1,Hybrid,200000,4.0,Automatic,Front,04-May,0,6,2.4,0.0
11716,15323,531,HYUNDAI,2012,Sedan,0,Petrol,117061,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11717,13172,0,FIAT,2013,Coupe,1,Petrol,96000,4.0,Tiptronic,Front,02-Mar,0,8,1.4,0.0
11719,52696,765,HYUNDAI,2015,Sedan,0,Petrol,68920,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11720,10976,473,CHEVROLET,2014,Sedan,0,Petrol,83000,4.0,Automatic,Front,04-May,0,6,1.4,0.0
11721,10697,586,CHEVROLET,2012,Sedan,0,Petrol,165392,4.0,Automatic,Front,04-May,0,4,1.8,0.0
11722,22580,0,NISSAN,2015,Jeep,1,Petrol,77000,4.0,Tiptronic,Front,04-May,0,4,1.6,1.0
11723,17249,0,MERCEDES-BENZ,2006,Sedan,0,Petrol,241000,6.0,Tiptronic,4x4,04-May,0,12,3.5,0.0
11724,14069,687,HYUNDAI,2010,Sedan,0,Petrol,100403,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11728,40045,730,SSANGYONG,2016,Jeep,0,Petrol,76398,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11729,28852,1017,HYUNDAI,2017,Sedan,0,Petrol,36400,4.0,Tiptronic,Front,04-May,0,12,2.0,0.0
11731,4704,1017,HYUNDAI,2017,Sedan,0,Petrol,45242,4.0,Automatic,Front,04-May,0,12,2.0,0.0
11732,2430,584,HONDA,2014,Sedan,0,Petrol,148640,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11733,706,1325,NISSAN,2019,Jeep,0,Petrol,30555,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11734,7840,0,HONDA,2005,Hatchback,1,Petrol,123456,4.0,Variator,Front,04-May,1,6,1.3,0.0
11735,11917,382,HYUNDAI,2014,Sedan,1,Hybrid,152000,4.0,Automatic,Front,04-May,0,10,2.4,0.0
11737,6429,1282,CHEVROLET,2007,Jeep,0,Diesel,76113,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11738,188,1091,TOYOTA,2016,Sedan,0,Petrol,96995,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11739,7683,1282,CHEVROLET,2007,Jeep,0,Diesel,64554,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11742,13172,1024,SUBARU,2010,Jeep,1,Petrol,232000,4.0,Tiptronic,4x4,04-May,0,5,2.5,0.0
11743,18503,0,VOLKSWAGEN,2014,Sedan,0,Petrol,120000,4.0,Tiptronic,Front,04-May,0,12,1.8,1.0
11745,52959,1091,HYUNDAI,2016,Universal,0,Diesel,85720,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11746,3607,831,CHEVROLET,2018,Sedan,0,Petrol,64600,4.0,Automatic,Front,04-May,0,12,1.5,0.0
11747,45,0,HONDA,2007,Hatchback,1,Petrol,124000,4.0,Automatic,Front,04-May,1,4,1.3,0.0
11748,46518,1017,HYUNDAI,2017,Sedan,0,Petrol,70000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11749,15837,730,FORD,2016,Jeep,1,Petrol,0,4.0,Automatic,4x4,04-May,0,0,1.6,0.0
11750,61816,891,HYUNDAI,2016,Jeep,0,Diesel,33934,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11751,27425,730,CHEVROLET,2016,Jeep,0,Diesel,77836,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11752,21953,862,HYUNDAI,2011,Minivan,0,Diesel,61142,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11753,15681,690,CHEVROLET,2016,Sedan,1,Petrol,71671,4.0,Automatic,Front,04-May,0,8,1.5,1.0
11756,25000,0,NISSAN,2018,Jeep,0,Petrol,35447,4.0,Automatic,4x4,>5,0,12,2.0,1.0
11757,392,1017,FORD,2017,Jeep,0,Petrol,110702,4.0,Automatic,Front,04-May,0,12,2.0,0.0
11758,26030,0,TOYOTA,2012,Sedan,0,Hybrid,148800,4.0,Automatic,Front,04-May,0,8,2.5,0.0
11759,6269,1522,OPEL,2000,Universal,1,Petrol,200000,4.0,Manual,Front,04-May,0,4,1.8,0.0
11761,13172,397,TOYOTA,2016,Hatchback,1,Hybrid,23000,4.0,Variator,Front,04-May,0,12,1.8,0.0
11762,10192,531,HYUNDAI,2012,Hatchback,0,Diesel,52352,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11763,7527,0,MERCEDES-BENZ,1999,Goods wagon,1,Diesel,150000,4.0,Manual,Rear,04-May,0,6,2.2,1.0
11764,14426,761,TOYOTA,2010,Hatchback,1,Hybrid,162424,4.0,Automatic,Front,04-May,0,0,1.8,0.0
11767,48610,1273,TOYOTA,2015,Minivan,0,Petrol,93000,6.0,Tiptronic,Front,04-May,0,12,3.5,0.0
11768,23991,765,HYUNDAI,2015,Jeep,0,Diesel,40602,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11769,39201,518,TOYOTA,2016,Jeep,0,Hybrid,115000,4.0,Tiptronic,4x4,04-May,0,12,2.5,0.0
11770,9879,765,HYUNDAI,2015,Sedan,0,LPG,38600,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11771,67113,1946,TOYOTA,2017,Jeep,0,Petrol,91813,8.0,Automatic,4x4,04-May,0,10,4.0,0.0
11772,45473,0,MERCEDES-BENZ,2008,Microbus,0,Diesel,357000,4.0,Manual,Rear,04-May,0,2,2.2,1.0
11773,44790,891,HYUNDAI,2016,Jeep,0,Diesel,123206,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11774,28921,751,JEEP,2013,Jeep,0,Petrol,135000,4.0,Automatic,Front,04-May,0,4,2.4,0.0
11775,32302,639,HYUNDAI,2014,Jeep,0,Diesel,42367,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11777,862,530,MINI,2013,Hatchback,0,Petrol,0,4.0,Automatic,Front,04-May,0,12,1.6,0.0
11780,37611,1091,CHEVROLET,2016,Sedan,0,Petrol,136469,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11781,6743,1277,HYUNDAI,2018,Sedan,0,Petrol,57555,4.0,Automatic,Front,04-May,0,12,2.4,0.0
11785,61781,1076,HYUNDAI,2020,Sedan,0,Petrol,98,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11786,18503,0,FORD,2004,Microbus,1,Diesel,185641,4.0,Manual,Rear,02-Mar,0,4,2.4,1.0
11787,39201,1079,MITSUBISHI,2018,Jeep,1,Petrol,13000,4.0,Tiptronic,4x4,04-May,0,12,2.0,0.0
11788,12544,0,HONDA,2012,Coupe,1,Hybrid,140000,4.0,Automatic,Front,04-May,1,10,1.3,0.0
11789,15681,831,KIA,2011,Sedan,1,Hybrid,171200,4.0,Automatic,Front,04-May,0,8,2.4,0.0
11790,52959,1091,CHEVROLET,2016,Sedan,0,Petrol,80245,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11791,13015,730,HYUNDAI,2016,Hatchback,1,Petrol,74509,4.0,Automatic,Front,04-May,0,6,1.6,0.0
11793,9722,765,HYUNDAI,2015,Sedan,0,LPG,377149,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11795,9565,765,HYUNDAI,2015,Sedan,0,LPG,38000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11797,28225,0,BMW,2011,Sedan,0,Petrol,213000,6.0,Tiptronic,4x4,04-May,0,12,3.0,0.0
11798,36899,777,HYUNDAI,2014,Minivan,0,Diesel,86227,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11800,39201,0,MAZDA,2016,Sedan,0,Petrol,23000,4.0,Automatic,Front,04-May,0,6,2.5,0.0
11802,29009,891,HYUNDAI,2016,Jeep,1,Petrol,52019,4.0,Automatic,4x4,04-May,0,10,2.0,0.0
11803,157,749,HYUNDAI,2014,Sedan,0,Petrol,144123,4.0,Automatic,Front,04-May,0,12,2.4,0.0
11804,7053,502,TOYOTA,2013,Hatchback,0,Hybrid,152517,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11805,23521,0,MITSUBISHI,2007,Minivan,1,Petrol,227000,6.0,Tiptronic,4x4,04-May,1,6,2.4,0.0
11807,53185,784,HONDA,2017,Sedan,0,Petrol,38037,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11812,282,753,HYUNDAI,2012,Sedan,0,Hybrid,277614,4.0,Automatic,Front,04-May,0,0,2.4,0.0
11813,110,765,MERCEDES-BENZ,2015,Sedan,0,Petrol,64003,4.0,Automatic,Rear,04-May,0,12,2.0,0.0
11815,20385,583,MINI,2011,Hatchback,0,Petrol,141000,4.0,Tiptronic,4x4,04-May,0,10,1.6,1.0
11816,14834,707,HYUNDAI,2011,Jeep,0,Diesel,40973,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11817,10976,0,BMW,2000,Coupe,0,Petrol,45595,6.0,Manual,Rear,02-Mar,0,8,2.5,0.0
11818,16935,1141,TOYOTA,2009,Sedan,1,Petrol,125000,4.0,Automatic,4x4,04-May,0,4,2.4,0.0
11819,11604,0,TOYOTA,2007,Sedan,0,Hybrid,300000,4.0,Variator,Front,04-May,0,16,1.5,0.0
11822,18503,531,NISSAN,2012,Jeep,1,Petrol,76053,4.0,Tiptronic,Front,04-May,0,8,1.6,1.0
11823,1803,765,CHEVROLET,2015,Sedan,0,Petrol,55040,4.0,Automatic,Front,04-May,0,12,2.0,0.0
11824,17249,1058,LEXUS,2012,Jeep,0,Petrol,0,6.0,Automatic,Front,04-May,0,12,3.5,0.0
11825,65,0,MITSUBISHI,2000,Jeep,1,Petrol,130000,4.0,Automatic,4x4,04-May,0,6,2.0,0.0
11826,20385,642,HYUNDAI,2012,Sedan,0,Petrol,82000,4.0,Tiptronic,Front,04-May,0,9,2.0,1.0
11827,20237,836,HYUNDAI,2010,Jeep,0,Diesel,130001,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11830,21500,0,TOYOTA,2003,Jeep,1,Petrol,146000,6.0,Automatic,4x4,04-May,0,6,4.7,0.0
11832,26971,836,HYUNDAI,2010,Coupe,0,Petrol,140013,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11833,6586,0,MERCEDES-BENZ,1998,Sedan,1,CNG,250000,4.0,Automatic,Rear,04-May,0,0,1.8,0.0
11834,7527,0,NISSAN,2002,Jeep,1,Petrol,255000,4.0,Automatic,4x4,04-May,1,5,2.0,0.0
11836,12544,1750,TOYOTA,2008,Jeep,0,Hybrid,334414,6.0,Automatic,4x4,04-May,0,12,3.3,0.0
11837,15681,584,HYUNDAI,2014,Sedan,1,Petrol,73688,4.0,Automatic,Front,04-May,0,0,1.8,0.0
11838,56450,2959,TOYOTA,2008,Jeep,0,Petrol,176400,8.0,Automatic,4x4,04-May,0,12,5.7,0.0
11839,12544,584,CHEVROLET,2014,Sedan,1,Petrol,87685,4.0,Automatic,Front,04-May,0,0,1.8,0.0
11841,9408,0,MERCEDES-BENZ,2002,Coupe,0,Diesel,294000,5.0,Tiptronic,Rear,02-Mar,0,0,2.7,1.0
11842,19657,836,HYUNDAI,2010,Jeep,0,Diesel,188000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11843,13172,697,HYUNDAI,2015,Sedan,1,Petrol,147200,4.0,Automatic,Front,04-May,0,8,1.8,0.0
11844,282,917,BMW,2013,Jeep,0,Petrol,176973,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
11845,16151,891,HYUNDAI,2016,Sedan,0,LPG,227033,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11847,13172,1834,MERCEDES-BENZ,2004,Minivan,1,Diesel,179375,4.0,Manual,Rear,02-Mar,0,0,2.2,0.0
11848,18503,473,FIAT,2014,Hatchback,1,Petrol,57500,4.0,Automatic,Front,04-May,0,6,1.4,1.0
11850,5018,0,TOYOTA,2000,Hatchback,1,Petrol,111111,4.0,Automatic,Front,04-May,1,4,1.0,0.0
11851,30251,765,CHEVROLET,2015,Jeep,0,Diesel,123097,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11852,16621,0,HYUNDAI,2012,Sedan,1,Petrol,109000,4.0,Automatic,Front,04-May,0,8,1.8,0.0
11853,2500,0,OPEL,1996,Sedan,1,Petrol,150000,4.0,Manual,Front,04-May,0,0,1.6,0.0
11854,27582,0,MERCEDES-BENZ,2008,Microbus,1,Diesel,300000,4.0,Automatic,Rear,02-Mar,0,2,2.2,1.0
11855,23239,707,SSANGYONG,2011,Jeep,0,Diesel,101708,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11856,18029,836,HYUNDAI,2010,Jeep,0,Diesel,195953,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11857,13172,1024,HYUNDAI,2010,Minivan,0,Diesel,115078,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11858,29254,751,JEEP,2013,Jeep,0,Petrol,76000,4.0,Automatic,Front,04-May,0,4,2.4,0.0
11859,11099,836,HYUNDAI,2010,Coupe,0,Petrol,111849,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11861,1333,1083,DODGE,2013,Sedan,0,Petrol,204934,6.0,Automatic,Front,04-May,0,12,3.6,0.0
11862,9408,965,CHEVROLET,2009,Jeep,0,Diesel,63648,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11863,80,0,HYUNDAI,2013,Sedan,0,LPG,208000,6.0,Tiptronic,Front,04-May,0,6,1.8,0.0
11865,17249,0,JEEP,2004,Jeep,0,Diesel,233000,5.0,Automatic,4x4,04-May,0,8,2.7,1.0
11866,12544,0,HONDA,2011,Hatchback,1,Hybrid,123000,4.0,Automatic,Front,04-May,1,4,1.3,0.0
11867,3607,0,OPEL,1997,Sedan,1,Petrol,70000,4.0,Automatic,Front,02-Mar,0,2,1.6,0.0
11868,6968,0,BMW,2003,Universal,1,Petrol,200000,4.0,Tiptronic,4x4,04-May,1,6,2.3,0.0
11869,24000,2265,HONDA,2019,Minivan,0,Hybrid,1544,4.0,Automatic,Front,04-May,1,2,1.5,0.0
11870,1254,1202,DODGE,2017,Jeep,0,Petrol,74499,4.0,Automatic,Front,04-May,0,12,2.4,0.0
11871,24148,0,TOYOTA,2012,Sedan,1,Hybrid,154000,4.0,Automatic,Front,04-May,0,8,2.4,0.0
11872,38251,640,SSANGYONG,2013,Jeep,0,Diesel,97000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11873,16148,836,SSANGYONG,2010,Jeep,0,Diesel,163372,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11874,7213,0,NISSAN,2006,Hatchback,1,Petrol,145000,4.0,Automatic,Front,04-May,1,4,1.5,0.0
11875,44228,800,FORD,2011,Coupe,0,Petrol,99971,4.0,Automatic,Front,04-May,0,4,2.3,0.0
11876,25274,503,TOYOTA,2012,Hatchback,0,Hybrid,88836,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11877,26657,0,TOYOTA,2008,Jeep,1,Hybrid,128487,8.0,Variator,4x4,04-May,0,8,3.3,0.0
11878,18189,0,OPEL,2008,Coupe,0,Diesel,140000,4.0,Manual,Front,02-Mar,0,4,1.9,1.0
11879,17249,0,FORD,2007,Microbus,1,Diesel,165000,4.0,Manual,Rear,04-May,0,2,2.4,0.0
11880,7840,0,HONDA,2003,Hatchback,1,Petrol,209000,4.0,Tiptronic,4x4,04-May,1,2,1.5,0.0
11882,16308,308,TOYOTA,2014,Hatchback,1,Hybrid,88447,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11884,13350,0,TOYOTA,2009,Sedan,0,Hybrid,15000,4.0,Automatic,Front,04-May,0,10,1.5,0.0
11885,19757,0,VOLKSWAGEN,2013,Sedan,0,Petrol,92000,6.0,Tiptronic,Front,04-May,0,8,2.5,0.0
11888,12231,650,CHEVROLET,2016,Sedan,1,Petrol,9000,4.0,Tiptronic,Front,04-May,0,12,1.4,1.0
11889,27689,749,JEEP,2014,Jeep,0,Petrol,140555,4.0,Automatic,Front,04-May,0,4,2.4,0.0
11890,46728,0,LEXUS,2014,Sedan,0,Hybrid,133000,4.0,Automatic,Front,04-May,0,10,2.5,0.0
11891,15681,891,HYUNDAI,2016,Sedan,0,LPG,267311,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11892,627,1275,JEEP,2019,Sedan,0,Petrol,24805,4.0,Automatic,Front,04-May,0,12,2.4,0.0
11893,45210,1399,LEXUS,2010,Jeep,0,Petrol,74592,4.0,Automatic,Front,04-May,0,4,3.5,0.0
11898,1254,462,TOYOTA,2019,Sedan,0,Hybrid,7518,4.0,Automatic,4x4,04-May,0,12,1.8,0.0
11899,23521,642,MAZDA,2012,Jeep,1,Petrol,105760,4.0,Tiptronic,4x4,04-May,0,12,2.0,0.0
11900,470,605,TOYOTA,2020,Sedan,0,Hybrid,3541,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11902,4704,0,DODGE,2001,Minivan,1,CNG,33333,6.0,Automatic,Front,04-May,0,4,3.8,0.0
11903,9095,0,OPEL,2005,Minivan,1,Petrol,287140,4.0,Manual,Front,04-May,0,4,1.6,0.0
11904,11604,0,SUZUKI,2002,Jeep,1,Petrol,198453,6.0,Automatic,4x4,04-May,0,2,2.5,0.0
11906,28980,0,TOYOTA,2014,Sedan,1,Hybrid,145000,4.0,Automatic,Front,04-May,0,8,2.5,0.0
11907,1803,777,FORD,2014,Sedan,0,Petrol,83213,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11908,21953,779,TOYOTA,2013,Sedan,1,Petrol,140328,4.0,Automatic,Front,04-May,0,0,2.5,0.0
11909,13485,0,BMW,2004,Sedan,0,Petrol,149770,6.0,Automatic,Rear,04-May,0,8,3.0,0.0
11910,18817,0,TOYOTA,2010,Sedan,0,LPG,145000,4.0,Automatic,Front,04-May,0,6,1.8,0.0
11911,14113,0,TOYOTA,2012,Sedan,0,Hybrid,147000,4.0,Variator,Front,04-May,1,0,1.5,0.0
11912,18346,862,HYUNDAI,2011,Minivan,0,Diesel,76519,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11913,25597,769,CHEVROLET,2011,Jeep,0,Diesel,88565,4.0,Automatic,Front,04-May,0,4,2.2,0.0
